============================= test session starts ==============================
platform darwin -- Python 3.11.8, pytest-8.4.0, pluggy-1.6.0 -- /Users/nicholasbaro/Python/semant/venv/bin/python3.11
cachedir: .pytest_cache
rootdir: /Users/nicholasbaro/Python/semant
configfile: pytest.ini
plugins: anyio-4.9.0, cov-4.1.0, langsmith-0.3.43, mock-3.12.0, asyncio-1.0.0
asyncio: mode=Mode.AUTO, asyncio_default_fixture_loop_scope=function, asyncio_default_test_loop_scope=function
        """Set up test environment for performance testing."""
        knowledge_graph = Graph()
>       agent = TestPerformanceAgent(
            "test_performance_agent",
            capabilities={
                Capability(CapabilityType.TASK_EXECUTION, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_QUERY, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_UPDATE, "1.0")
            }
        )
E       TypeError: Can't instantiate abstract class TestPerformanceAgent with abstract method _process_message_impl

tests/test_performance.py:67: TypeError
_________ ERROR at setup of TestPerformance.test_concurrent_operations _________

self = <tests.test_performance.TestPerformance object at 0x1121b4b90>

    @pytest_asyncio.fixture
    async def setup_performance_test(self):
        """Set up test environment for performance testing."""
        knowledge_graph = Graph()
>       agent = TestPerformanceAgent(
            "test_performance_agent",
            capabilities={
                Capability(CapabilityType.TASK_EXECUTION, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_QUERY, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_UPDATE, "1.0")
            }
        )
E       TypeError: Can't instantiate abstract class TestPerformanceAgent with abstract method _process_message_impl

tests/test_performance.py:67: TypeError
____________ ERROR at setup of TestPerformance.test_resource_usage _____________

self = <tests.test_performance.TestPerformance object at 0x1121b5550>

    @pytest_asyncio.fixture
    async def setup_performance_test(self):
        """Set up test environment for performance testing."""
        knowledge_graph = Graph()
>       agent = TestPerformanceAgent(
            "test_performance_agent",
            capabilities={
                Capability(CapabilityType.TASK_EXECUTION, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_QUERY, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_UPDATE, "1.0")
            }
        )
E       TypeError: Can't instantiate abstract class TestPerformanceAgent with abstract method _process_message_impl

tests/test_performance.py:67: TypeError
_________ ERROR at setup of TestPerformance.test_recovery_performance __________

self = <tests.test_performance.TestPerformance object at 0x1121b57d0>

    @pytest_asyncio.fixture
    async def setup_performance_test(self):
        """Set up test environment for performance testing."""
        knowledge_graph = Graph()
>       agent = TestPerformanceAgent(
            "test_performance_agent",
            capabilities={
                Capability(CapabilityType.TASK_EXECUTION, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_QUERY, "1.0"),
                Capability(CapabilityType.KNOWLEDGE_GRAPH_UPDATE, "1.0")
            }
        )
E       TypeError: Can't instantiate abstract class TestPerformanceAgent with abstract method _process_message_impl

tests/test_performance.py:67: TypeError
____________________ ERROR at setup of test_security_levels ____________________

    @pytest_asyncio.fixture
    async def setup_security_test():
        """Set up test environment for security testing."""
        registry = AgentRegistry()
        knowledge_graph = Graph()
        factory = AgentFactory(registry, knowledge_graph)
    
        # Register test agent template
        await factory.register_agent_template(
            "security_test",
            TestSecurityAgent,
>           {CapabilityType.SECURITY_CHECK}
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        )

tests/test_security_audit.py:72: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

cls = <enum 'CapabilityType'>, name = 'SECURITY_CHECK'

    def __getattr__(cls, name):
        """
        Return the enum member matching `name`
    
        We use __getattr__ instead of descriptors or inserting into the enum
        class' __dict__ in order to support `name` and `value` being both
        properties for enum members (which live in the class' __dict__) and
        enum members themselves.
        """
        if _is_dunder(name):
            raise AttributeError(name)
        try:
            return cls._member_map_[name]
        except KeyError:
>           raise AttributeError(name) from None
E           AttributeError: SECURITY_CHECK

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:784: AttributeError
_____________________ ERROR at setup of test_audit_logging _____________________

    @pytest_asyncio.fixture
    async def setup_security_test():
        """Set up test environment for security testing."""
        registry = AgentRegistry()
        knowledge_graph = Graph()
        factory = AgentFactory(registry, knowledge_graph)
    
        # Register test agent template
        await factory.register_agent_template(
            "security_test",
            TestSecurityAgent,
>           {CapabilityType.SECURITY_CHECK}
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        )

tests/test_security_audit.py:72: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

cls = <enum 'CapabilityType'>, name = 'SECURITY_CHECK'

    def __getattr__(cls, name):
        """
        Return the enum member matching `name`
    
        We use __getattr__ instead of descriptors or inserting into the enum
        class' __dict__ in order to support `name` and `value` being both
        properties for enum members (which live in the class' __dict__) and
        enum members themselves.
        """
        if _is_dunder(name):
            raise AttributeError(name)
        try:
            return cls._member_map_[name]
        except KeyError:
>           raise AttributeError(name) from None
E           AttributeError: SECURITY_CHECK

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:784: AttributeError
___________________ ERROR at setup of test_security_metrics ____________________

    @pytest_asyncio.fixture
    async def setup_security_test():
        """Set up test environment for security testing."""
        registry = AgentRegistry()
        knowledge_graph = Graph()
        factory = AgentFactory(registry, knowledge_graph)
    
        # Register test agent template
        await factory.register_agent_template(
            "security_test",
            TestSecurityAgent,
>           {CapabilityType.SECURITY_CHECK}
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        )

tests/test_security_audit.py:72: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

cls = <enum 'CapabilityType'>, name = 'SECURITY_CHECK'

    def __getattr__(cls, name):
        """
        Return the enum member matching `name`
    
        We use __getattr__ instead of descriptors or inserting into the enum
        class' __dict__ in order to support `name` and `value` being both
        properties for enum members (which live in the class' __dict__) and
        enum members themselves.
        """
        if _is_dunder(name):
            raise AttributeError(name)
        try:
            return cls._member_map_[name]
        except KeyError:
>           raise AttributeError(name) from None
E           AttributeError: SECURITY_CHECK

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:784: AttributeError
__________________ ERROR at setup of test_agent_registration ___________________

registry = <agents.core.agent_registry.AgentRegistry object at 0x142d83610>

    @pytest_asyncio.fixture
    async def setup_agents(registry):
        """Set up test agents with their capabilities."""
        agents = {
            "research": ResearchTestAgent(),
>           "data_processor": DataProcessorTestAgent(),
                              ^^^^^^^^^^^^^^^^^^^^^^^^
            "sensor": SensorTestAgent()
        }
E       TypeError: DataProcessorTestAgent.__init__() missing 1 required positional argument: 'agent_id'

tests/test_workflow_manager.py:42: TypeError
__________________ ERROR at setup of test_workflow_execution ___________________
file /Users/nicholasbaro/Python/semant/tests/test_workflow_manager.py, line 148
  @pytest.mark.asyncio
  async def test_workflow_execution(workflow_manager, test_agents):
      # Create and register workflow
      workflow = Workflow(
          workflow_id="exec_workflow",
          name="Execution Workflow",
          description="Workflow for execution testing",
          required_capabilities={
              Capability(CapabilityType.TASK_EXECUTION, "1.0"),
              Capability(CapabilityType.MONITORING, "1.0")
          }
      )
      await workflow_manager.register_workflow(workflow)

      # Register agents
      await workflow_manager.register_agent(test_agents["worker"])
      await workflow_manager.register_agent(test_agents["monitor"])

      # Execute workflow
      execution = await workflow_manager.execute_workflow("exec_workflow")
      assert execution is not None
      assert execution.workflow_id == "exec_workflow"
      assert execution.status == "running"

      # Verify agent assignments
      assignments = await workflow_manager.get_workflow_assignments("exec_workflow")
      assert len(assignments) == 2
      assert any(a.agent_id == "worker_1" for a in assignments)
      assert any(a.agent_id == "monitor_1" for a in assignments)
E       fixture 'test_agents' not found
>       available fixtures: _class_event_loop, _function_event_loop, _module_event_loop, _package_event_loop, _session_event_loop, agent_factory, agent_registry, anyio_backend, anyio_backend_name, anyio_backend_options, cache, capfd, capfdbinary, caplog, capsys, capsysbinary, capteesys, class_mocker, cov, doctest_namespace, event_loop, event_loop_policy, free_tcp_port, free_tcp_port_factory, free_udp_port, free_udp_port_factory, knowledge_graph, mocker, module_mocker, monkeypatch, no_cover, package_mocker, pytestconfig, record_property, record_testsuite_property, record_xml_attribute, recwarn, registry, session_mocker, setup_agents, test_agent, test_capabilities, test_config, tmp_path, tmp_path_factory, tmpdir, tmpdir_factory, unused_tcp_port, unused_tcp_port_factory, unused_udp_port, unused_udp_port_factory, workflow_manager
>       use 'pytest --fixtures [testpath]' for help on them.

/Users/nicholasbaro/Python/semant/tests/test_workflow_manager.py:148
_________________ ERROR at setup of test_workflow_supervision __________________
file /Users/nicholasbaro/Python/semant/tests/test_workflow_manager.py, line 178
  @pytest.mark.asyncio
  async def test_workflow_supervision(workflow_manager, test_agents):
      # Create and register workflow
      workflow = Workflow(
          workflow_id="supervised_workflow",
          name="Supervised Workflow",
          description="Workflow with supervision",
          required_capabilities={
              Capability(CapabilityType.SUPERVISION, "1.0"),
              Capability(CapabilityType.TASK_EXECUTION, "1.0")
          }
      )
      await workflow_manager.register_workflow(workflow)

      # Register agents
      await workflow_manager.register_agent(test_agents["supervisor"])
      await workflow_manager.register_agent(test_agents["worker"])

      # Execute workflow
      execution = await workflow_manager.execute_workflow("supervised_workflow")
      assert execution is not None
      assert execution.workflow_id == "supervised_workflow"

      # Verify supervisor assignment
      assignments = await workflow_manager.get_workflow_assignments("supervised_workflow")
      assert len(assignments) == 2
      supervisor = next(a for a in assignments if a.agent_id == "supervisor_1")
      assert supervisor is not None
      capabilities = await supervisor.get_capabilities()
      assert any(c.type == CapabilityType.SUPERVISION for c in capabilities)
E       fixture 'test_agents' not found
>       available fixtures: _class_event_loop, _function_event_loop, _module_event_loop, _package_event_loop, _session_event_loop, agent_factory, agent_registry, anyio_backend, anyio_backend_name, anyio_backend_options, cache, capfd, capfdbinary, caplog, capsys, capsysbinary, capteesys, class_mocker, cov, doctest_namespace, event_loop, event_loop_policy, free_tcp_port, free_tcp_port_factory, free_udp_port, free_udp_port_factory, knowledge_graph, mocker, module_mocker, monkeypatch, no_cover, package_mocker, pytestconfig, record_property, record_testsuite_property, record_xml_attribute, recwarn, registry, session_mocker, setup_agents, test_agent, test_capabilities, test_config, tmp_path, tmp_path_factory, tmpdir, tmpdir_factory, unused_tcp_port, unused_tcp_port_factory, unused_udp_port, unused_udp_port_factory, workflow_manager
>       use 'pytest --fixtures [testpath]' for help on them.

/Users/nicholasbaro/Python/semant/tests/test_workflow_manager.py:178
______________ ERROR at setup of test_anomaly_detection_workflow _______________

registry = <agents.core.agent_registry.AgentRegistry object at 0x142c89150>

    @pytest_asyncio.fixture
    async def setup_agents(registry):
        """Set up test agents with their capabilities."""
        agents = {
            "research": ResearchTestAgent(),
>           "data_processor": DataProcessorTestAgent(),
                              ^^^^^^^^^^^^^^^^^^^^^^^^
            "sensor": SensorTestAgent()
        }
E       TypeError: DataProcessorTestAgent.__init__() missing 1 required positional argument: 'agent_id'

tests/test_workflow_manager.py:42: TypeError
_____________ ERROR at setup of test_workflow_dependency_execution _____________

registry = <agents.core.agent_registry.AgentRegistry object at 0x142da6690>

    @pytest_asyncio.fixture
    async def setup_agents(registry):
        """Set up test agents with their capabilities."""
        agents = {
